order_id,order_datetime,channel,store_format,city,city_zone,department,category,brand,sku_id,base_unit_price_aed,discount_aed,unit_price_after_discount_aed,quantity,line_value_aed,promo_used,promo_code_type,ad_channel,campaign,payment_method,device_type,delivery_type,basket_size_items,returned,return_reason,return_value_aed,stock_out_flag,loyalty_member,user_id,age,gender,nationality_group,hour_of_day,day_of_week,order_month
LULU-000804,7/24/2025 7:50,Web,Web DC,Umm Al Quwain,Old Town,Grocery,Baby,Nestlé,SKU-619264,36.89,5.71,31.18,5,155.9,1,Percent,TikTok,WeekendSaver,Card,Android,Same-Day,11,0,,0,0,1,CUST-01232,33,Female,South Asian,7,Thursday,2025-07
LULU-000805,10/14/2025 15:03,In-Store POS,Express,Fujairah,Industrial Area,Electronics,Laptops,Apple,SKU-520850,3117.75,578.45,2539.3,1,2539.3,1,FreeDelivery,Referral,BackToSchool2025,Card,N/A,Carryout,5,0,,0,0,0,CUST-07160,37,Male,GCC Expat,15,Tuesday,2025-10
LULU-000806,7/4/2025 1:52,In-Store POS,Hypermarket,Sharjah,Waterfront,Grocery,Dairy & Eggs,Rani,SKU-950442,35.36,4.9,30.46,4,121.84,1,Percent,Email,BackToSchool2025,Wallet,N/A,Carryout,3,0,,0,0,0,CUST-09918,37,Male,South Asian,1,Friday,2025-07
LULU-000807,4/23/2025 19:50,Online App,Web DC,Dubai,Al Quoz,Home & Living,Bedding,Vileda,SKU-976454,1077.44,90.8,986.64,2,1973.28,1,Percent,Google Search,SummerHeat,Wallet,Android,Next-Day,5,0,,0,0,0,CUST-02021,34,Male,South Asian,19,Wednesday,2025-04
LULU-000808,6/15/2025 2:53,In-Store POS,Express,Sharjah,City Center,Grocery,Seafood,Coca-Cola,SKU-653827,57.09,5.34,51.75,3,155.25,1,BOGO,SMS,NationalDay,Cash,N/A,Carryout,14,0,,0,0,1,CUST-05512,51,Female,African Expat,2,Sunday,2025-06
LULU-000809,5/1/2025 14:41,In-Store POS,Hypermarket,Al Ain,Old Town,Fashion,Footwear,Levi's,SKU-228232,203.98,27.58,176.4,1,176.4,1,Percent,Referral,Ramadan2025,Card,N/A,Carryout,3,0,,0,0,1,CUST-00232,25,Female,South Asian,14,Thursday,2025-05
LULU-000810,7/9/2025 14:59,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Personal Care,Pepsi,SKU-523300,75.78,4.52,71.26,1,71.26,1,Percent,Outdoor,NationalDay,Card,N/A,Carryout,5,0,,0,0,0,CUST-02169,21,Female,African Expat,14,Wednesday,2025-07
LULU-000811,5/19/2025 16:01,In-Store POS,Hypermarket,Ras Al Khaimah,Old Town,Grocery,Bakery,Nadec,SKU-543497,66.89,2.1,64.79,2,129.58,1,Percent,Outdoor,FreshersUni,Card,N/A,Carryout,7,1,Damaged/Defective,68.76,0,0,CUST-09111,32,Male,Arab Expat (non-GCC),16,Monday,2025-05
LULU-000812,6/14/2025 3:49,Online App,Web DC,Dubai,Al Quoz,Home & Living,Cleaning,Vileda,SKU-197468,1059.71,195.04,864.67,1,864.67,1,Percent,Google Search,Ramadan2025,Apple Pay,Android,Next-Day,3,0,,0,0,0,CUST-04114,36,Male,Western Expat,3,Saturday,2025-06
LULU-000813,7/28/2025 9:02,Online App,Web DC,Dubai,JBR,Grocery,Fresh Produce,Pepsi,SKU-502753,7.31,0.96,6.35,1,6.35,1,Flat,Email,MidnightMadness,Card,Android,Same-Day,10,0,,0,0,0,CUST-10919,34,Female,South Asian,9,Monday,2025-07
LULU-000814,10/15/2025 17:47,In-Store POS,Hypermarket,Dubai,Silicon Oasis,Fashion,Footwear,Adidas,SKU-433728,179.36,15.3,164.06,2,328.12,1,Percent,Outdoor,ResidentsOnly,Wallet,N/A,Carryout,1,0,,0,0,0,CUST-02989,18,Male,Arab Expat (non-GCC),17,Wednesday,2025-10
LULU-000815,6/14/2025 7:58,In-Store POS,Hypermarket,Abu Dhabi,Al Shawamekh,Grocery,Frozen,Coca-Cola,SKU-522116,41.7,2.46,39.24,11,431.64,1,FreeDelivery,Outdoor,NationalDay,Cash,N/A,Carryout,9,0,,0,0,1,CUST-09131,43,Male,South Asian,7,Saturday,2025-06
LULU-000816,7/17/2025 13:56,Web,Web DC,Dubai,Business Bay,Pharmacy,Vitamins,Himalaya,SKU-975589,99.53,4.18,95.35,1,95.35,1,Flat,Google Search,NationalDay,Card,Desktop,Same-Day,6,0,,0,0,1,CUST-11001,31,Male,Western Expat,13,Thursday,2025-07
LULU-000817,6/17/2025 14:50,In-Store POS,Hypermarket,Dubai,Marina,Grocery,Baby,Lacnor,SKU-165144,30.45,4.37,26.08,5,130.4,1,Percent,Email,BackToSchool2025,Card,N/A,Carryout,12,0,,0,0,0,CUST-03988,35,Female,South Asian,14,Tuesday,2025-06
LULU-000818,8/5/2025 13:43,In-Store POS,Express,Sharjah,Industrial Area,Electronics,Mobiles,HP,SKU-154233,1185.5,120.26,1065.24,1,1065.24,1,Percent,Outdoor,FreshersUni,Card,N/A,Carryout,8,0,,0,0,0,CUST-09616,27,Male,SE Asian,13,Tuesday,2025-08
LULU-000819,7/11/2025 11:06,In-Store POS,Hypermarket,Sharjah,University Area,Grocery,Snacks,Nestlé,SKU-530201,65.74,8.53,57.21,1,57.21,1,Percent,SMS,WeekendSaver,Cash,N/A,Carryout,7,0,,0,0,1,CUST-04147,25,Female,South Asian,11,Friday,2025-07
LULU-000820,5/7/2025 7:13,Online App,Web DC,Abu Dhabi,Saadiyat,Electronics,Tablets,Sony,SKU-885580,2158.03,393.44,1764.59,1,1764.59,1,Flat,TikTok,Ramadan2025,Card,Android,Next-Day,6,0,,0,0,0,CUST-08728,38,Male,African Expat,7,Wednesday,2025-05
LULU-000821,10/13/2025 21:54,Online App,Web DC,Fujairah,University Area,Home & Living,Cleaning,Dettol,SKU-104496,705.52,125.88,579.64,2,1159.28,1,Percent,Instagram,Ramadan2025,Card,iOS,Next-Day,3,0,,0,0,0,CUST-02386,29,Female,South Asian,21,Monday,2025-10
LULU-000822,9/29/2025 12:06,In-Store POS,Hypermarket,Ajman,Industrial Area,Grocery,Personal Care,Lacnor,SKU-889955,76.74,2.9,73.84,1,73.84,1,Percent,In-App,BackToSchool2025,Wallet,N/A,Carryout,6,0,,0,0,0,CUST-05173,37,Male,Arab Expat (non-GCC),12,Monday,2025-09
LULU-000823,9/9/2025 18:17,In-Store POS,Hypermarket,Abu Dhabi,Al Maryah,Grocery,Personal Care,Nadec,SKU-698294,18.31,2.77,15.54,3,46.62,1,Percent,Outdoor,WeekendSaver,Cash,N/A,Carryout,10,0,,0,0,1,CUST-04331,28,Male,Western Expat,18,Tuesday,2025-09
LULU-000824,7/6/2025 5:48,In-Store POS,Hypermarket,Dubai,Marina,Electronics,Accessories,Samsung,SKU-258725,295.32,32.46,262.86,1,262.86,1,Flat,Outdoor,SummerHeat,Card,N/A,Carryout,4,0,,0,0,1,CUST-01997,30,Male,Western Expat,5,Sunday,2025-07
LULU-000825,9/4/2025 18:45,In-Store POS,Hypermarket,Abu Dhabi,Saadiyat,Fashion,Kidswear,Nike,SKU-785467,309.26,33.26,276,2,552,1,Percent,Outdoor,LunchRush,Cash,N/A,Carryout,6,0,,0,0,0,CUST-11997,30,Female,Arab Expat (non-GCC),18,Thursday,2025-09
LULU-000826,4/29/2025 7:00,In-Store POS,Express,Ras Al Khaimah,City Center,Grocery,Seafood,Almarai,SKU-846647,72.81,0.65,72.16,4,288.64,1,BOGO,Referral,ResidentsOnly,Cash,N/A,Carryout,6,0,,0,0,1,CUST-00290,24,Male,Western Expat,7,Tuesday,2025-04
LULU-000827,6/18/2025 14:48,In-Store POS,Hypermarket,Dubai,Mirdif,Grocery,Meat & Poultry,Al Ain,SKU-724226,31.89,2.67,29.22,2,58.44,1,Percent,Outdoor,LunchRush,Wallet,N/A,Carryout,1,0,,0,0,0,CUST-09611,28,Female,UAE National,14,Wednesday,2025-06
LULU-000828,4/20/2025 19:02,Online App,Web DC,Umm Al Quwain,City Center,Grocery,Beverages,Nestlé,SKU-932213,8.43,1.7,6.73,4,26.92,1,Percent,Instagram,MidnightMadness,Card,iOS,Same-Day,7,0,,0,0,1,CUST-01850,37,Female,GCC Expat,19,Sunday,2025-04
LULU-000829,8/9/2025 12:31,Online App,Hypermarket,Abu Dhabi,Khalifa City,Home & Living,Cleaning,Vileda,SKU-532477,1020.71,147,873.71,6,5242.26,1,Percent,YouTube,BackToSchool2025,Card,Android,Next-Day,4,0,,0,0,0,CUST-02987,31,Female,UAE National,12,Saturday,2025-08
LULU-000830,5/9/2025 23:38,In-Store POS,Hypermarket,Dubai,Mirdif,Pharmacy,Baby Care,GSK,SKU-756943,63.18,8.96,54.22,2,108.44,1,Percent,Outdoor,BackToSchool2025,Cash,N/A,Carryout,4,0,,0,0,1,CUST-02148,30,Male,GCC Expat,23,Friday,2025-05
LULU-000831,9/2/2025 14:14,Web,Web DC,Abu Dhabi,Corniche,Electronics,Home Appliances,Apple,SKU-756993,767.48,92.52,674.96,1,674.96,1,Percent,Referral,SummerHeat,Wallet,Android,Next-Day,9,0,,0,0,1,CUST-11078,25,Female,South Asian,14,Tuesday,2025-09
LULU-000832,10/2/2025 11:54,Online App,Web DC,Dubai,Business Bay,Pharmacy,Personal Care,VitX,SKU-619193,20.41,1.39,19.02,3,57.06,1,Percent,Facebook,FreshersUni,Wallet,Android,Same-Day,8,0,,0,0,1,CUST-10381,37,Female,South Asian,11,Thursday,2025-10
LULU-000833,7/9/2025 7:29,In-Store POS,Express,Ajman,Airport Area,Grocery,Fresh Produce,Al Ain,SKU-489945,8.87,1.01,7.86,3,23.58,1,Percent,Email,BackToSchool2025,Apple Pay,N/A,Carryout,9,0,,0,0,0,CUST-06291,32,Male,Arab Expat (non-GCC),7,Wednesday,2025-07
LULU-000834,9/2/2025 19:22,In-Store POS,Hypermarket,Al Ain,City Center,Grocery,Fresh Produce,Pepsi,SKU-529005,22.47,1.6,20.87,6,125.22,1,BOGO,Referral,ResidentsOnly,Cash,N/A,Carryout,2,0,,0,1,0,CUST-10133,23,Female,Western Expat,19,Tuesday,2025-09
LULU-000835,8/25/2025 20:24,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Bakery,Almarai,SKU-456827,26.44,0.88,25.56,3,76.68,1,Percent,Outdoor,NationalDay,Cash,N/A,Carryout,7,0,,0,0,1,CUST-09770,37,Male,South Asian,20,Monday,2025-08
LULU-000836,7/12/2025 16:08,Online App,Web DC,Al Ain,Suburb,Grocery,Dairy & Eggs,Nadec,SKU-568691,42.13,4.77,37.36,4,149.44,1,Percent,Instagram,LunchRush,Card,Android,Same-Day,7,0,,0,0,1,CUST-04229,27,Male,South Asian,16,Saturday,2025-07
LULU-000837,7/29/2025 23:19,In-Store POS,Express,Dubai,Al Barsha,Home & Living,Furniture,Scotch-Brite,SKU-116226,304.15,36.01,268.14,4,1072.56,1,Flat,SMS,WeekendSaver,Cash,N/A,Carryout,4,0,,0,0,0,CUST-00371,28,Male,Other,23,Tuesday,2025-07
LULU-000838,9/6/2025 13:28,Web,Web DC,Ajman,University Area,Home & Living,Furniture,Black+Decker,SKU-618322,352.82,55.12,297.7,3,893.1,1,Percent,Google Search,WeekendSaver,Wallet,Android,Next-Day,5,0,,0,0,0,CUST-01650,30,Male,South Asian,13,Saturday,2025-09
LULU-000839,5/7/2025 11:05,Online App,Web DC,Dubai,Downtown,Grocery,Personal Care,Rainbow,SKU-103165,22.47,2.13,20.34,1,20.34,1,Flat,Referral,ResidentsOnly,Apple Pay,Android,Same-Day,13,0,,0,0,1,CUST-02409,39,Female,UAE National,11,Wednesday,2025-05
LULU-000840,6/10/2025 4:37,Online App,Web DC,Al Ain,Airport Area,Grocery,Baby,Al Ain,SKU-277221,51.15,8.69,42.46,5,212.3,1,Percent,Instagram,WeekendSaver,Card,Android,Same-Day,6,0,,0,0,0,CUST-08088,27,Female,SE Asian,4,Tuesday,2025-06
LULU-000841,9/14/2025 6:49,Online App,Web DC,Dubai,Marina,Electronics,Gaming,Apple,SKU-330231,247.45,60.3,187.15,1,187.15,1,Percent,Facebook,MidnightMadness,Card,Android,Next-Day,1,0,,0,0,0,CUST-04693,24,Male,Arab Expat (non-GCC),6,Sunday,2025-09
LULU-000842,6/27/2025 18:20,Online App,Hypermarket,Dubai,Deira,Home & Living,Furniture,Ikea-ish,SKU-519876,672.55,120.05,552.5,1,552.5,1,Percent,Referral,MidnightMadness,Card,Android,Next-Day,2,1,Wrong item,339.48,0,0,CUST-05248,32,Male,UAE National,18,Friday,2025-06
LULU-000843,10/15/2025 23:50,Web,Hypermarket,Abu Dhabi,Saadiyat,Home & Living,Bedding,Prestige,SKU-202387,1076.28,57.05,1019.23,3,3057.69,1,Percent,Email,SummerHeat,Apple Pay,Android,Next-Day,4,0,,0,0,0,CUST-04339,39,Female,Western Expat,23,Wednesday,2025-10
LULU-000844,6/23/2025 15:32,Online App,Hypermarket,Dubai,Bur Dubai,Grocery,Dairy & Eggs,Nestlé,SKU-216687,54.25,3.97,50.28,3,150.84,1,Flat,YouTube,SummerHeat,Card,Android,Same-Day,4,0,,0,0,1,CUST-03259,25,Male,GCC Expat,15,Monday,2025-06
LULU-000845,4/19/2025 18:20,In-Store POS,Hypermarket,Sharjah,Old Town,Grocery,Snacks,Lacnor,SKU-773538,43.59,2.78,40.81,3,122.43,1,Flat,SMS,Ramadan2025,Card,N/A,Carryout,9,0,,0,0,0,CUST-02610,26,Male,South Asian,18,Saturday,2025-04
LULU-000846,9/15/2025 11:31,In-Store POS,Hypermarket,Umm Al Quwain,Suburb,Grocery,Meat & Poultry,Nadec,SKU-630746,44.96,4.62,40.34,2,80.68,1,Flat,Referral,NationalDay,Cash,N/A,Carryout,12,0,,0,0,1,CUST-03499,28,Male,African Expat,11,Monday,2025-09
LULU-000847,7/13/2025 16:54,In-Store POS,Express,Abu Dhabi,Khalifa City,Home & Living,Bedding,Prestige,SKU-204282,795.91,58.45,737.46,3,2212.38,1,Percent,Email,WeekendSaver,Card,N/A,Carryout,3,0,,0,0,1,CUST-00213,39,Female,South Asian,16,Sunday,2025-07
LULU-000848,7/8/2025 6:34,Online App,Web DC,Abu Dhabi,Al Shawamekh,Fashion,Footwear,Lulu Fashion,SKU-684181,379.78,80.51,299.27,1,299.27,1,Percent,Google Search,Ramadan2025,Wallet,Android,Next-Day,10,1,Size/fit issue,263.14,0,1,CUST-05020,35,Female,South Asian,6,Tuesday,2025-07
LULU-000849,9/9/2025 4:06,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Home & Living,Bedding,Vileda,SKU-910297,149.43,12.22,137.21,4,548.84,1,Flat,Outdoor,Ramadan2025,Card,N/A,Carryout,1,0,,0,0,0,CUST-06099,31,Male,UAE National,4,Tuesday,2025-09
LULU-000850,5/17/2025 5:01,In-Store POS,Hypermarket,Dubai,Downtown,Grocery,Seafood,Lulu,SKU-232414,18.32,1.75,16.57,7,115.99,1,Percent,Outdoor,BackToSchool2025,Card,N/A,Carryout,3,0,,0,0,1,CUST-10033,38,Male,South Asian,5,Saturday,2025-05
LULU-000851,8/6/2025 15:22,Online App,Web DC,Dubai,Business Bay,Home & Living,Furniture,Scotch-Brite,SKU-332769,1112.61,89.91,1022.7,1,1022.7,1,Percent,Google Search,FreshersUni,Wallet,iOS,Next-Day,7,0,,0,0,0,CUST-08030,36,Male,South Asian,15,Wednesday,2025-08
LULU-000852,8/26/2025 11:33,In-Store POS,Hypermarket,Dubai,Deira,Grocery,Seafood,Al Ain,SKU-671205,54.12,3.59,50.53,1,50.53,1,Percent,SMS,SummerHeat,Card,N/A,Carryout,9,0,,0,0,0,CUST-09381,42,Female,South Asian,11,Tuesday,2025-08
LULU-000853,5/5/2025 10:41,Web,Web DC,Dubai,Al Quoz,Grocery,Seafood,Lulu,SKU-269204,20.26,3.24,17.02,1,17.02,1,Flat,SMS,BackToSchool2025,Cash,Android,Same-Day,1,0,,0,0,0,CUST-00631,43,Male,African Expat,10,Monday,2025-05
LULU-000854,8/22/2025 4:45,Online App,Web DC,Abu Dhabi,Khalifa City,Bakery Counter,Cakes,Lulu Bakery,SKU-319800,7.13,0.94,6.19,1,6.19,1,Percent,TikTok,Ramadan2025,Card,iOS,Same-Day,5,0,,0,0,1,CUST-00423,29,Female,UAE National,4,Friday,2025-08
LULU-000855,9/7/2025 13:11,Web,Web DC,Al Ain,City Center,Grocery,Seafood,Kellogg's,SKU-587988,5.93,0.47,5.46,3,16.38,1,FreeDelivery,Google Search,FreshersUni,Card,iOS,Same-Day,4,0,,0,0,1,CUST-00857,32,Male,SE Asian,13,Sunday,2025-09
LULU-000856,5/31/2025 18:44,Online App,Web DC,Sharjah,Airport Area,Grocery,Household,Pepsi,SKU-684427,14.96,1.04,13.92,1,13.92,1,Percent,Facebook,NationalDay,Card,iOS,Same-Day,13,0,,0,1,1,CUST-01594,44,Female,Arab Expat (non-GCC),18,Saturday,2025-05
LULU-000857,4/30/2025 0:31,In-Store POS,Express,Dubai,Marina,Grocery,Dairy & Eggs,Rainbow,SKU-708689,29.17,1.45,27.72,6,166.32,1,Flat,Outdoor,FreshersUni,Wallet,N/A,Carryout,6,0,,0,0,1,CUST-10353,24,Female,South Asian,0,Wednesday,2025-04
LULU-000858,8/23/2025 9:11,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Beverages,Pepsi,SKU-833271,70.23,10.27,59.96,4,239.84,1,Flat,Outdoor,WeekendSaver,Cash,N/A,Carryout,7,0,,0,0,0,CUST-10236,34,Male,UAE National,9,Saturday,2025-08
LULU-000859,8/27/2025 7:18,In-Store POS,Express,Fujairah,City Center,Home & Living,Kitchenware,Ikea-ish,SKU-795322,851.04,16.41,834.63,1,834.63,1,Percent,In-App,FreshersUni,Cash,N/A,Carryout,1,0,,0,0,0,CUST-00471,28,Male,Arab Expat (non-GCC),7,Wednesday,2025-08
LULU-000860,9/6/2025 9:42,Web,Web DC,Sharjah,Airport Area,Grocery,Seafood,Kellogg's,SKU-185284,37.99,4.16,33.83,5,169.15,1,Flat,Outdoor,LunchRush,Card,Android,Same-Day,11,0,,0,0,1,CUST-11054,43,Female,Other,9,Saturday,2025-09
LULU-000861,6/25/2025 13:40,In-Store POS,Express,Abu Dhabi,Saadiyat,Grocery,Bakery,Rainbow,SKU-292417,77.35,5.04,72.31,3,216.93,1,Percent,Referral,MidnightMadness,Apple Pay,N/A,Carryout,11,0,,0,0,1,CUST-09378,45,Male,Western Expat,13,Wednesday,2025-06
LULU-000862,8/8/2025 4:46,In-Store POS,Hypermarket,Abu Dhabi,Corniche,Grocery,Personal Care,Lulu,SKU-154313,26.36,1.65,24.71,1,24.71,1,Percent,Referral,FreshersUni,Apple Pay,N/A,Carryout,10,0,,0,0,1,CUST-11317,27,Male,South Asian,4,Friday,2025-08
LULU-000863,6/9/2025 0:10,Web,Web DC,Dubai,Deira,Grocery,Frozen,Almarai,SKU-380591,47.91,3.29,44.62,5,223.1,1,Flat,Google Search,FreshersUni,Card,Android,Same-Day,10,0,,0,0,0,CUST-00408,31,Female,Arab Expat (non-GCC),0,Monday,2025-06
LULU-000864,6/7/2025 15:10,In-Store POS,Hypermarket,Dubai,Marina,Electronics,Mobiles,Panasonic,SKU-959263,902.05,127.38,774.67,1,774.67,1,Percent,Referral,NationalDay,Card,N/A,Carryout,4,1,Late delivery,472.36,0,0,CUST-00491,42,Male,South Asian,15,Saturday,2025-06
LULU-000865,5/5/2025 17:29,In-Store POS,Hypermarket,Dubai,Al Quoz,Electronics,Accessories,Panasonic,SKU-525123,650.82,107.31,543.51,1,543.51,1,Percent,Outdoor,MidnightMadness,Apple Pay,N/A,Carryout,10,0,,0,0,0,CUST-07314,42,Male,GCC Expat,17,Monday,2025-05
LULU-000866,10/14/2025 22:51,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Snacks,Lulu,SKU-792198,55.02,6.18,48.84,3,146.52,1,Percent,Outdoor,Ramadan2025,Card,N/A,Carryout,10,0,,0,0,1,CUST-00456,39,Female,UAE National,22,Tuesday,2025-10
LULU-000867,5/22/2025 5:01,In-Store POS,Express,Umm Al Quwain,Suburb,Electronics,Laptops,Apple,SKU-545804,2213.39,383.23,1830.16,1,1830.16,1,FreeDelivery,SMS,BackToSchool2025,Card,N/A,Carryout,4,0,,0,0,0,CUST-10540,38,Male,African Expat,5,Thursday,2025-05
LULU-000868,9/10/2025 23:52,In-Store POS,Hypermarket,Dubai,JLT,Home & Living,Furniture,Vileda,SKU-634101,349.73,47.87,301.86,1,301.86,1,BOGO,Outdoor,Ramadan2025,Card,N/A,Carryout,5,0,,0,0,0,CUST-04689,24,Female,South Asian,23,Wednesday,2025-09
LULU-000869,6/6/2025 11:47,In-Store POS,Hypermarket,Dubai,Business Bay,Fashion,Kidswear,Levi's,SKU-440389,187.66,16.42,171.24,1,171.24,1,Percent,SMS,LunchRush,Cash,N/A,Carryout,3,0,,0,0,1,CUST-10971,33,Female,SE Asian,11,Friday,2025-06
LULU-000870,7/30/2025 19:37,In-Store POS,Hypermarket,Ras Al Khaimah,Suburb,Grocery,Beverages,Pepsi,SKU-252743,23.05,0.7,22.35,3,67.05,1,Percent,Referral,FreshersUni,Card,N/A,Carryout,5,0,,0,0,1,CUST-01994,18,Male,GCC Expat,19,Wednesday,2025-07
LULU-000871,9/26/2025 2:42,In-Store POS,Hypermarket,Sharjah,Suburb,Electronics,Accessories,HP,SKU-244055,41.16,8.34,32.82,1,32.82,1,FreeDelivery,SMS,Ramadan2025,Card,N/A,Carryout,7,0,,0,0,1,CUST-01329,24,Female,UAE National,2,Friday,2025-09
LULU-000872,10/13/2025 10:06,Web,Web DC,Ajman,City Center,Grocery,Fresh Produce,Almarai,SKU-532851,56.87,7.99,48.88,12,586.56,1,Percent,Instagram,NationalDay,Card,Android,Same-Day,11,0,,0,0,1,CUST-10645,35,Female,South Asian,10,Monday,2025-10
LULU-000873,8/8/2025 0:37,Online App,Web DC,Ras Al Khaimah,Waterfront,Home & Living,Bedding,Dettol,SKU-114365,528.71,64.99,463.72,1,463.72,1,Percent,Email,Ramadan2025,Wallet,Android,Next-Day,4,0,,0,0,1,CUST-08504,27,Male,GCC Expat,0,Friday,2025-08
LULU-000874,4/24/2025 10:15,Online App,Web DC,Ras Al Khaimah,City Center,Pharmacy,Medical Devices,VitX,SKU-518441,14.22,1.77,12.45,2,24.9,1,FreeDelivery,YouTube,SummerHeat,Cash,iOS,Same-Day,5,0,,0,0,0,CUST-02807,34,Female,Arab Expat (non-GCC),10,Thursday,2025-04
LULU-000875,5/12/2025 21:39,Online App,Web DC,Sharjah,Suburb,Fashion,Menswear,Adidas,SKU-273024,46.94,6.69,40.25,4,161,1,Percent,Google Search,Ramadan2025,Card,Android,Next-Day,6,0,,0,0,1,CUST-03121,28,Female,GCC Expat,21,Monday,2025-05
LULU-000876,9/22/2025 7:33,Web,Web DC,Al Ain,City Center,Pharmacy,Medical Devices,J&J,SKU-591908,78.87,13.02,65.85,4,263.4,1,Percent,Referral,FreshersUni,Wallet,Desktop,Same-Day,4,0,,0,1,0,CUST-07393,45,Female,South Asian,7,Monday,2025-09
LULU-000877,10/2/2025 16:18,Online App,Web DC,Abu Dhabi,Mussafah,Electronics,Mobiles,Lenovo,SKU-857119,4012.19,510.6,3501.59,1,3501.59,1,Percent,Facebook,NationalDay,Apple Pay,Android,Next-Day,2,0,,0,0,1,CUST-07622,22,Female,Arab Expat (non-GCC),16,Thursday,2025-10
LULU-000878,8/25/2025 0:09,In-Store POS,Hypermarket,Dubai,JBR,Grocery,Fresh Produce,Almarai,SKU-116214,17.8,1.94,15.86,3,47.58,1,Percent,SMS,Ramadan2025,Wallet,N/A,Carryout,8,0,,0,0,0,CUST-02664,33,Female,Western Expat,0,Monday,2025-08
LULU-000879,8/18/2025 13:04,Online App,Web DC,Dubai,Deira,Fashion,Womenswear,Mango,SKU-521002,238.19,31.74,206.45,1,206.45,1,Flat,Facebook,SummerHeat,Wallet,iOS,Next-Day,1,1,Other,129.17,0,1,CUST-00227,23,Male,UAE National,13,Monday,2025-08
LULU-000880,8/4/2025 15:08,Web,Web DC,Dubai,Bur Dubai,Grocery,Baby,Pepsi,SKU-588426,67.94,6.99,60.95,5,304.75,1,BOGO,Referral,SummerHeat,Card,Android,Same-Day,9,0,,0,0,0,CUST-11128,28,Male,GCC Expat,15,Monday,2025-08
LULU-000881,9/15/2025 2:17,In-Store POS,Express,Abu Dhabi,Al Shawamekh,Grocery,Household,Rainbow,SKU-333682,46.51,1.57,44.94,6,269.64,1,BOGO,Email,ResidentsOnly,Cash,N/A,Carryout,8,0,,0,0,1,CUST-02895,23,Male,African Expat,2,Monday,2025-09
LULU-000882,4/23/2025 20:06,Online App,Web DC,Dubai,JBR,Fashion,Accessories,Adidas,SKU-529332,171.52,23.64,147.88,1,147.88,1,Percent,Instagram,BackToSchool2025,Card,iOS,Next-Day,6,0,,0,0,1,CUST-05739,18,Male,Western Expat,20,Wednesday,2025-04
LULU-000883,8/8/2025 12:54,Online App,Web DC,Dubai,Al Quoz,Electronics,Accessories,Panasonic,SKU-729394,616.48,75.2,541.28,2,1082.56,1,Percent,YouTube,ResidentsOnly,Card,Android,Next-Day,7,0,,0,0,1,CUST-05412,27,Female,UAE National,12,Friday,2025-08
LULU-000884,7/3/2025 0:56,Online App,Web DC,Dubai,Al Barsha,Fashion,Accessories,Nike,SKU-108097,280.84,43.85,236.99,2,473.98,1,FreeDelivery,Google Search,ResidentsOnly,Wallet,Android,Next-Day,9,0,,0,0,0,CUST-04071,29,Male,UAE National,0,Thursday,2025-07
LULU-000885,5/22/2025 16:43,Web,Web DC,Sharjah,Industrial Area,Grocery,Bakery,Kellogg's,SKU-802659,54.65,1.63,53.02,4,212.08,1,Percent,Google Search,SummerHeat,Card,iOS,Same-Day,6,0,,0,0,1,CUST-05978,38,Female,GCC Expat,16,Thursday,2025-05
LULU-000886,7/11/2025 16:23,In-Store POS,Hypermarket,Sharjah,Old Town,Grocery,Fresh Produce,Pepsi,SKU-934304,42.63,4.49,38.14,2,76.28,1,Percent,Outdoor,BackToSchool2025,Card,N/A,Carryout,4,0,,0,0,1,CUST-10685,18,Female,South Asian,16,Friday,2025-07
LULU-000887,10/8/2025 20:45,Online App,Web DC,Ajman,University Area,Fashion,Menswear,Nike,SKU-830027,342.72,44.87,297.85,1,297.85,1,Flat,Google Search,NationalDay,Apple Pay,Android,Next-Day,6,0,,0,0,1,CUST-00458,28,Female,South Asian,20,Wednesday,2025-10
LULU-000888,4/21/2025 3:17,In-Store POS,Hypermarket,Abu Dhabi,Khalifa City,Home & Living,Furniture,Dettol,SKU-973585,668.63,25.68,642.95,5,3214.75,1,Flat,Outdoor,LunchRush,Card,N/A,Carryout,6,0,,0,0,0,CUST-03187,29,Male,South Asian,3,Monday,2025-04
LULU-000889,7/3/2025 13:23,In-Store POS,Hypermarket,Ajman,Airport Area,Grocery,Fresh Produce,Lulu,SKU-313966,36.92,2.06,34.86,7,244.02,1,Percent,Outdoor,SummerHeat,Card,N/A,Carryout,13,0,,0,0,0,CUST-11006,31,Male,South Asian,13,Thursday,2025-07
LULU-000890,5/27/2025 2:06,In-Store POS,Hypermarket,Abu Dhabi,Al Maryah,Grocery,Dairy & Eggs,Rainbow,SKU-770655,54.87,3.42,51.45,7,360.15,1,Percent,In-App,FreshersUni,Cash,N/A,Carryout,12,0,,0,0,1,CUST-10179,27,Male,GCC Expat,2,Tuesday,2025-05
LULU-000891,5/21/2025 19:15,In-Store POS,Express,Dubai,Bur Dubai,Fashion,Menswear,BrandX,SKU-465614,339.32,28.32,311,1,311,1,Percent,Referral,LunchRush,Wallet,N/A,Carryout,4,0,,0,0,0,CUST-01133,33,Male,South Asian,19,Wednesday,2025-05
